case_id,mesh,operator,model,layer,seq_len,M,N,K,logical_M,logical_N,logical_K,runtime_M,runtime_N,runtime_K,padding_M,padding_N,padding_K,flops,logical_flops,runtime_flops,runtime_flops_over_logical_flops,rank_flops,collective_bytes,logical_collective_bytes,runtime_collective_bytes,theory_time,theory_naive_time,theory_speedup,theory_algorithm,theory_Px,theory_Py,rank_N,rank_K,Tm,Tn,Tk,algorithmic_theory_time,algorithmic_theory_naive_time,algorithmic_theory_speedup,theory_model,theory_attainment_rate,theory_boundary_waves,segment_bytes,segmented_comm_efficiency,topology_efficiency,core_schedule_efficiency,wave_fill_efficiency,split_k_penalty,fanout_penalty,spatial_penalty,t10_contention_tail,t11_contention_tail,intra_pm,intra_pn,intra_pk,active_cores,intra_k_waves,intra_compute_efficiency,intra_spatial_utilization,a_broadcast_bytes,b_broadcast_bytes,reduction_bytes,local_transport_bytes,hbm_traffic_model,hbm_bytes_per_die,hbm_cycles,tile_M,tile_N,tile_K,Qfull,q_window,tile_live_bytes,sram_capacity_bytes,T00_cycles,T10_cycles,T01_cycles,T11_cycles,T00_time,T10_time,T01_time,T11_time,inter_speedup_without_intra,inter_speedup_with_intra,intra_speedup_without_inter,intra_speedup_with_inter,total_speedup,synergy,congestion_factor,normal_cycles,congested_upper_bound_cycles,estimate_source,T11_source,T00_T10_T01_source,schedule_source,status,error
6x6_ag_gemm_llama_2_7b_mlp_s147456,6x6,AG_GEMM,LLaMA-2-7B,mlp,147456,147456,306,4176,147456,11008,4096,147456,18432,4096,0,7424,0,13297218748416,13297218748416,22265110462464,1.0202721884084303,618475290624,1174405120.0,1174405120.0,1174405120.0,0.018878350222222225,0.10784918732799999,5.712850225707104,1d_ring,,,512,4096,1152,1,4,0.004831838208,0.081896931328,16.94943576388889,flashoverlap_wave_schedule_contention,0.7953912052973219,1,1019448.8888888889,0.84,0.8671099695241199,0.8016818181818183,0.8181818181818182,0.012,0.0045000000000000005,0.0,0.023707825143743942,0.029490523176428148,4,1,4,16,4,0.89,1.0,0,905969664,905969664,1811939328,fused_boundary_tile_replay_v1,4831838208,18874368.0,128,512,256,1152,8,1703936,3145728,107849187,103416454,28130985,23734673,0.107849187,0.103416454,0.028130985,0.023734673,1.0428629374586755,1.1852274097056235,3.8338219226948507,4.357188910923694,4.543950826708251,1.1365131189664022,1.33,23734673,31567115,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_ag_gemm_gpt_3_175b_attention_s36864,6x6,AG_GEMM,GPT-3-175B,attention,36864,36864,1024,12384,36864,36864,12288,36864,36864,12288,0,0,0,33397665693696,33397665693696,33397665693696,1.0078125,927712935936,880803840.0,880803840.0,880803840.0,0.028317525333333333,0.15022306099199997,5.304950175683901,1d_ring,,,1024,12288,288,2,24,0.007247757312,0.119404756992,16.474717881944443,flashoverlap_wave_schedule_contention,0.7952603211060275,1,1529173.3333333333,0.84,0.8671099695241199,0.798,0.6923076923076923,0.006,0.006,0.0,0.022901093284821684,0.025728061033207815,4,2,2,16,24,0.905,1.0,37748736,452984832,150994944,641728512,fused_boundary_tile_replay_v1,7247757312,28311552.0,128,512,256,576,8,1703936,3145728,150223061,146898801,38918775,35607869,0.150223061,0.146898801,0.038918775,0.035607869,1.0226295924634539,1.0929824247556066,3.8599123687731693,4.125458925946958,4.2188163801658565,1.068796006697476,1.33,35607869,47358466,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_ag_gemm_gpt_3_175b_attention_s147456,6x6,AG_GEMM,GPT-3-175B,attention,147456,147456,1024,12384,147456,36864,12288,147456,36864,12288,0,0,0,133590662774784,133590662774784,133590662774784,1.0078125,3710851743744,3523215360.0,3523215360.0,3523215360.0,0.11325218133333333,0.6008922439679999,5.305789582978569,1d_ring,,,1024,12288,1152,2,24,0.028991029248,0.477619027968,16.474717881944443,flashoverlap_wave_schedule_contention,0.8086713586936248,1,1529173.3333333333,0.84,0.8671099695241199,0.8115,0.9,0.006,0.006,0.0,0.022901093284821684,0.025791129734897424,4,2,2,16,24,0.905,1.0,150994944,1811939328,603979776,2566914048,fused_boundary_tile_replay_v1,28991029248,113246208.0,128,512,256,2304,8,1703936,3145728,600892244,587570600,153314264,140047227,0.600892244,0.5875706,0.153314264,0.140047227,1.0226724141745689,1.0947325933129686,3.9193498916708753,4.195517559230216,4.2906400710097605,1.0704626214021444,1.33,140047227,186262812,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_ag_gemm_gpt_3_175b_mlp_s36864,6x6,AG_GEMM,GPT-3-175B,mlp,36864,36864,1366,12384,36864,49152,12288,36864,55296,12288,0,6144,0,44530220924928,44530220924928,50096498540544,1.0083045959472656,1391569403904,880803840.0,880803840.0,880803840.0,0.042471310222222225,0.223614271488,5.265066472354755,1d_ring,,,1536,12288,288,3,24,0.010871635968,0.177386815488,16.316478587962962,flashoverlap_wave_schedule_contention,0.7914278527971682,1,1019448.8888888889,0.84,0.8671099695241199,0.7931428571428571,0.7714285714285715,0.006,0.006,0.01,0.02260072885654779,0.02447024643231529,4,2,2,16,24,0.67875,0.75,56623104,679477248,226492416,962592768,fused_boundary_tile_replay_v1,10871635968,42467328.0,128,512,256,864,8,1703936,3145728,223614271,220285859,56983741,53664159,0.223614271,0.220285859,0.056983741,0.053664159,1.0151095127717662,1.0618584556593909,3.9241767401687437,4.104897255540704,4.166920253050085,1.0460531029405646,1.33,53664159,71373332,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_ag_gemm_gpt_3_175b_mlp_s147456,6x6,AG_GEMM,GPT-3-175B,mlp,147456,147456,1366,12384,147456,49152,12288,147456,55296,12288,0,6144,0,178120883699712,178120883699712,200385994162176,1.0083045959472656,5566277615616,3523215360.0,3523215360.0,3523215360.0,0.16987329422222222,0.894457085952,5.265436748297252,1d_ring,,,1536,12288,1152,3,24,0.043486543872,0.709547261952,16.316478587962962,flashoverlap_wave_schedule_contention,0.8017595183112515,1,1019448.8888888889,0.84,0.8671099695241199,0.8035172413793104,0.9310344827586207,0.006,0.006,0.01,0.02260072885654779,0.02450255749130898,4,2,2,16,24,0.67875,0.75,226492416,2717908992,905969664,3850371072,fused_boundary_tile_replay_v1,43486543872,169869312.0,128,512,256,3456,8,1703936,3145728,894457086,881127033,225169737,211875619,0.894457086,0.881127033,0.225169737,0.211875619,1.0151284122501778,1.062744916393613,3.972368125117986,4.158699510395294,4.221614031013167,1.046906877562304,1.33,211875619,281794574,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_ag_gemm_llama_3_8b_attention_s36864,6x6,AG_GEMM,LLaMA-3-8B,attention,36864,36864,172,4176,36864,6144,4096,36864,18432,4096,0,12288,0,1855425871872,1855425871872,5566277615616,1.027496337890625,154618822656,293601280.0,293601280.0,293601280.0,0.004722574222222222,0.026962296831999997,5.709237285277182,1d_ring,,,512,4096,288,1,4,0.001207959552,0.020474232832,16.94943576388889,flashoverlap_wave_schedule_contention,0.776917570489576,1,1019448.8888888889,0.84,0.8671099695241199,0.7829117647058824,0.5294117647058824,0.012,0.0045000000000000005,0.0,0.023707825143743942,0.029315144968521223,4,1,4,16,4,0.89,1.0,0,226492416,226492416,452984832,fused_boundary_tile_replay_v1,1207959552,4718592.0,128,512,256,288,8,1703936,3145728,26962297,25858214,7173858,6078604,0.026962297,0.025858214,0.007173858,0.006078604,1.0426975737767503,1.18018183122309,3.758409631191473,4.2539724581499305,4.435606761026051,1.1318543947008128,1.33,6078604,8084544,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_ag_gemm_llama_3_8b_attention_s147456,6x6,AG_GEMM,LLaMA-3-8B,attention,147456,147456,172,4176,147456,6144,4096,147456,18432,4096,0,12288,0,7421703487488,7421703487488,22265110462464,1.027496337890625,618475290624,1174405120.0,1174405120.0,1174405120.0,0.018878350222222225,0.10784918732799999,5.712850225707104,1d_ring,,,512,4096,1152,1,4,0.004831838208,0.081896931328,16.94943576388889,flashoverlap_wave_schedule_contention,0.7953912052973219,1,1019448.8888888889,0.84,0.8671099695241199,0.8016818181818183,0.8181818181818182,0.012,0.0045000000000000005,0.0,0.023707825143743942,0.029490523176428148,4,1,4,16,4,0.89,1.0,0,905969664,905969664,1811939328,fused_boundary_tile_replay_v1,4831838208,18874368.0,128,512,256,1152,8,1703936,3145728,107849187,103416454,28130985,23734673,0.107849187,0.103416454,0.028130985,0.023734673,1.0428629374586755,1.1852274097056235,3.8338219226948507,4.357188910923694,4.543950826708251,1.1365131189664022,1.33,23734673,31567115,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_ag_gemm_llama_3_8b_mlp_s36864,6x6,AG_GEMM,LLaMA-3-8B,mlp,36864,36864,400,4176,36864,14336,4096,36864,18432,4096,0,4096,0,4329327034368,4329327034368,5566277615616,1.0240827287946428,154618822656,293601280.0,293601280.0,293601280.0,0.004722574222222222,0.026962296831999997,5.709237285277182,1d_ring,,,512,4096,288,1,4,0.001207959552,0.020474232832,16.94943576388889,flashoverlap_wave_schedule_contention,0.776917570489576,1,1019448.8888888889,0.84,0.8671099695241199,0.7829117647058824,0.5294117647058824,0.012,0.0045000000000000005,0.0,0.023707825143743942,0.029315144968521223,4,1,4,16,4,0.89,1.0,0,226492416,226492416,452984832,fused_boundary_tile_replay_v1,1207959552,4718592.0,128,512,256,288,8,1703936,3145728,26962297,25858214,7173858,6078604,0.026962297,0.025858214,0.007173858,0.006078604,1.0426975737767503,1.18018183122309,3.758409631191473,4.2539724581499305,4.435606761026051,1.1318543947008128,1.33,6078604,8084544,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_ag_gemm_llama_3_8b_mlp_s147456,6x6,AG_GEMM,LLaMA-3-8B,mlp,147456,147456,400,4176,147456,14336,4096,147456,18432,4096,0,4096,0,17317308137472,17317308137472,22265110462464,1.0240827287946428,618475290624,1174405120.0,1174405120.0,1174405120.0,0.018878350222222225,0.10784918732799999,5.712850225707104,1d_ring,,,512,4096,1152,1,4,0.004831838208,0.081896931328,16.94943576388889,flashoverlap_wave_schedule_contention,0.7953912052973219,1,1019448.8888888889,0.84,0.8671099695241199,0.8016818181818183,0.8181818181818182,0.012,0.0045000000000000005,0.0,0.023707825143743942,0.029490523176428148,4,1,4,16,4,0.89,1.0,0,905969664,905969664,1811939328,fused_boundary_tile_replay_v1,4831838208,18874368.0,128,512,256,1152,8,1703936,3145728,107849187,103416454,28130985,23734673,0.107849187,0.103416454,0.028130985,0.023734673,1.0428629374586755,1.1852274097056235,3.8338219226948507,4.357188910923694,4.543950826708251,1.1365131189664022,1.33,23734673,31567115,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_ag_gemm_llama_3_1_405b_attention_s36864,6x6,AG_GEMM,LLaMA-3.1-405B,attention,36864,36864,512,16416,36864,18432,16384,36864,18432,16384,0,0,0,22265110462464,22265110462464,22265110462464,1.001953125,618475290624,1174405120.0,1174405120.0,1174405120.0,0.018890296888888887,0.10254077132799999,5.4282244440696745,1d_ring,,,512,16384,288,1,16,0.004831838208,0.081896931328,16.94943576388889,flashoverlap_wave_schedule_contention,0.7769175312105561,1,4077795.5555555555,0.84,0.8671099695241199,0.7829117647058824,0.5294117647058824,0.012,0.0045000000000000005,0.0,0.02380037792984693,0.029315144968521223,4,1,4,16,16,0.89,1.0,0,226492416,226492416,452984832,fused_boundary_tile_replay_v1,4831838208,18874368.0,128,512,256,288,8,1703936,3145728,102540771,98125023,28695432,24314417,0.102540771,0.098125023,0.028695432,0.024314417,1.0450012429551228,1.1801817826847338,3.5734179224066045,4.035672457209235,4.217282733943405,1.1293592142984814,1.33,24314417,32338175,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_ag_gemm_llama_3_1_405b_attention_s147456,6x6,AG_GEMM,LLaMA-3.1-405B,attention,147456,147456,512,16416,147456,18432,16384,147456,18432,16384,0,0,0,89060441849856,89060441849856,89060441849856,1.001953125,2473901162496,4697620480.0,4697620480.0,4697620480.0,0.0755134008888889,0.41016308531199996,5.431659552925152,1d_ring,,,512,16384,1152,1,16,0.019327352832,0.327587725312,16.94943576388889,flashoverlap_wave_schedule_contention,0.795391198733354,1,4077795.5555555555,0.84,0.8671099695241199,0.8016818181818183,0.8181818181818182,0.012,0.0045000000000000005,0.0,0.02380037792984693,0.029490523176428148,4,1,4,16,16,0.89,1.0,0,905969664,905969664,1811939328,fused_boundary_tile_replay_v1,19327352832,75497472.0,128,512,256,1152,8,1703936,3145728,410163085,392434484,112523941,94938693,0.410163085,0.392434484,0.112523941,0.094938693,1.0451759509493055,1.1852274077546023,3.6451183752975735,4.133556841782096,4.32029420291261,1.1339979710383612,1.33,94938693,126268461,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_ag_gemm_llama_3_1_405b_mlp_s36864,6x6,AG_GEMM,LLaMA-3.1-405B,mlp,36864,36864,1480,16416,36864,53248,16384,36864,55296,16384,0,2048,0,64321430224896,64321430224896,66795331387392,1.0025552602914662,1855425871872,1174405120.0,1174405120.0,1174405120.0,0.05662841362962963,0.29689898598399994,5.242933131163219,1d_ring,,,1536,16384,288,3,32,0.014495514624,0.23651575398400002,16.316478587962965,flashoverlap_wave_schedule_contention,0.791427854566975,1,1359265.1851851852,0.84,0.8671099695241199,0.7931428571428571,0.7714285714285715,0.006,0.006,0.01,0.022603304667690775,0.02447024643231529,4,2,2,16,32,0.67875,0.75,56623104,679477248,226492416,962592768,fused_boundary_tile_replay_v1,14495514624,56623104.0,128,512,256,864,8,1703936,3145728,296898986,292461118,75978321,71552212,0.296898986,0.292461118,0.075978321,0.071552212,1.015174215397754,1.061858451000788,3.907680271060478,4.08738052710376,4.149403319634619,1.0459864276445818,1.33,71552212,95164442,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_ag_gemm_llama_3_1_405b_mlp_s147456,6x6,AG_GEMM,LLaMA-3.1-405B,mlp,147456,147456,1480,16416,147456,53248,16384,147456,55296,16384,0,2048,0,257285720899584,257285720899584,267181325549568,1.0025552602914662,7421703487488,4697620480.0,4697620480.0,4697620480.0,0.22649772562962964,1.1875959439359998,5.243301850535857,1d_ring,,,1536,16384,1152,3,32,0.057982058496,0.9460630159360001,16.316478587962965,flashoverlap_wave_schedule_contention,0.801759516419381,1,1359265.1851851852,0.84,0.8671099695241199,0.8035172413793104,0.9310344827586207,0.006,0.006,0.01,0.022603304667690775,0.02450255749130898,4,2,2,16,32,0.67875,0.75,226492416,2717908992,905969664,3850371072,fused_boundary_tile_replay_v1,57982058496,226492416.0,128,512,256,3456,8,1703936,3145728,1187595944,1169822605,300226317,282500826,1.187595944,1.169822605,0.300226317,0.282500826,1.0151931916207073,1.0627449174254804,3.9556690295074963,4.140952865744895,4.203867156126474,1.0468400755612426,1.33,282500826,375726098,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_ag_gemm_mixtral_8x7b_single_expert_attention_s36864,6x6,AG_GEMM,Mixtral-8x7B-single-expert,attention,36864,36864,172,4176,36864,6144,4096,36864,18432,4096,0,12288,0,1855425871872,1855425871872,5566277615616,1.027496337890625,154618822656,293601280.0,293601280.0,293601280.0,0.004722574222222222,0.026962296831999997,5.709237285277182,1d_ring,,,512,4096,288,1,4,0.001207959552,0.020474232832,16.94943576388889,flashoverlap_wave_schedule_contention,0.776917570489576,1,1019448.8888888889,0.84,0.8671099695241199,0.7829117647058824,0.5294117647058824,0.012,0.0045000000000000005,0.0,0.023707825143743942,0.029315144968521223,4,1,4,16,4,0.89,1.0,0,226492416,226492416,452984832,fused_boundary_tile_replay_v1,1207959552,4718592.0,128,512,256,288,8,1703936,3145728,26962297,25858214,7173858,6078604,0.026962297,0.025858214,0.007173858,0.006078604,1.0426975737767503,1.18018183122309,3.758409631191473,4.2539724581499305,4.435606761026051,1.1318543947008128,1.33,6078604,8084544,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_ag_gemm_mixtral_8x7b_single_expert_attention_s147456,6x6,AG_GEMM,Mixtral-8x7B-single-expert,attention,147456,147456,172,4176,147456,6144,4096,147456,18432,4096,0,12288,0,7421703487488,7421703487488,22265110462464,1.027496337890625,618475290624,1174405120.0,1174405120.0,1174405120.0,0.018878350222222225,0.10784918732799999,5.712850225707104,1d_ring,,,512,4096,1152,1,4,0.004831838208,0.081896931328,16.94943576388889,flashoverlap_wave_schedule_contention,0.7953912052973219,1,1019448.8888888889,0.84,0.8671099695241199,0.8016818181818183,0.8181818181818182,0.012,0.0045000000000000005,0.0,0.023707825143743942,0.029490523176428148,4,1,4,16,4,0.89,1.0,0,905969664,905969664,1811939328,fused_boundary_tile_replay_v1,4831838208,18874368.0,128,512,256,1152,8,1703936,3145728,107849187,103416454,28130985,23734673,0.107849187,0.103416454,0.028130985,0.023734673,1.0428629374586755,1.1852274097056235,3.8338219226948507,4.357188910923694,4.543950826708251,1.1365131189664022,1.33,23734673,31567115,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_ag_gemm_mixtral_8x7b_single_expert_mlp_s36864,6x6,AG_GEMM,Mixtral-8x7B-single-expert,mlp,36864,36864,400,4176,36864,14336,4096,36864,18432,4096,0,4096,0,4329327034368,4329327034368,5566277615616,1.0240827287946428,154618822656,293601280.0,293601280.0,293601280.0,0.004722574222222222,0.026962296831999997,5.709237285277182,1d_ring,,,512,4096,288,1,4,0.001207959552,0.020474232832,16.94943576388889,flashoverlap_wave_schedule_contention,0.776917570489576,1,1019448.8888888889,0.84,0.8671099695241199,0.7829117647058824,0.5294117647058824,0.012,0.0045000000000000005,0.0,0.023707825143743942,0.029315144968521223,4,1,4,16,4,0.89,1.0,0,226492416,226492416,452984832,fused_boundary_tile_replay_v1,1207959552,4718592.0,128,512,256,288,8,1703936,3145728,26962297,25858214,7173858,6078604,0.026962297,0.025858214,0.007173858,0.006078604,1.0426975737767503,1.18018183122309,3.758409631191473,4.2539724581499305,4.435606761026051,1.1318543947008128,1.33,6078604,8084544,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_ag_gemm_mixtral_8x7b_single_expert_mlp_s147456,6x6,AG_GEMM,Mixtral-8x7B-single-expert,mlp,147456,147456,400,4176,147456,14336,4096,147456,18432,4096,0,4096,0,17317308137472,17317308137472,22265110462464,1.0240827287946428,618475290624,1174405120.0,1174405120.0,1174405120.0,0.018878350222222225,0.10784918732799999,5.712850225707104,1d_ring,,,512,4096,1152,1,4,0.004831838208,0.081896931328,16.94943576388889,flashoverlap_wave_schedule_contention,0.7953912052973219,1,1019448.8888888889,0.84,0.8671099695241199,0.8016818181818183,0.8181818181818182,0.012,0.0045000000000000005,0.0,0.023707825143743942,0.029490523176428148,4,1,4,16,4,0.89,1.0,0,905969664,905969664,1811939328,fused_boundary_tile_replay_v1,4831838208,18874368.0,128,512,256,1152,8,1703936,3145728,107849187,103416454,28130985,23734673,0.107849187,0.103416454,0.028130985,0.023734673,1.0428629374586755,1.1852274097056235,3.8338219226948507,4.357188910923694,4.543950826708251,1.1365131189664022,1.33,23734673,31567115,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_ag_gemm_deepseek_v3_single_routed_expert_mlp_s36864,6x6,AG_GEMM,DeepSeek-V3-single-routed-expert,mlp,36864,36864,58,7200,36864,2048,7168,36864,18432,7168,0,16384,0,1082331758592,1082331758592,9740985827328,1.0240827287946428,270582939648,513802240.0,513802240.0,513802240.0,0.008264504888888888,0.045856915456,5.548658518872893,1d_ring,,,512,7168,288,1,7,0.002113929216,0.035829907456,16.94943576388889,flashoverlap_wave_schedule_contention,0.7769174848876841,1,1784035.5555555553,0.84,0.8671099695241199,0.7829117647058824,0.5294117647058824,0.012,0.0045000000000000005,0.0,0.02375951198563332,0.029315144968521223,4,1,4,16,7,0.89,1.0,0,226492416,226492416,452984832,fused_boundary_tile_replay_v1,2113929216,8257535.999999999,128,512,256,288,8,1703936,3145728,45856915,43924913,12554252,10637558,0.045856915,0.043924913,0.012554252,0.010637558,1.0439841963944243,1.1801817672815509,3.65269989801065,4.129229001618604,4.31084982098335,1.1304594182148617,1.33,10637558,14147952,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_ag_gemm_deepseek_v3_single_routed_expert_mlp_s147456,6x6,AG_GEMM,DeepSeek-V3-single-routed-expert,mlp,147456,147456,58,7200,147456,2048,7168,147456,18432,7168,0,16384,0,4329327034368,4329327034368,38963943309312,1.0240827287946428,1082331758592,2055208960.0,2055208960.0,2055208960.0,0.033037112888888887,0.183427661824,5.552169841260276,1d_ring,,,512,7168,1152,1,7,0.008455716864,0.143319629824,16.94943576388889,flashoverlap_wave_schedule_contention,0.7953912036921175,1,1784035.5555555553,0.84,0.8671099695241199,0.8016818181818183,0.8181818181818182,0.012,0.0045000000000000005,0.0,0.02375951198563332,0.029490523176428148,4,1,4,16,7,0.89,1.0,0,905969664,905969664,1811939328,fused_boundary_tile_replay_v1,8455716864,33030143.999999996,128,512,256,1152,8,1703936,3145728,183427662,175670948,49229224,41535678,0.183427662,0.175670948,0.049229224,0.041535678,1.044154791035795,1.1852274085907542,3.7259913339279938,4.229398831529847,4.416147053143083,1.1351069963630738,1.33,41535678,55242452,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_gemm_rs_llama_2_7b_attention_s36864,6x6,GEMM_RS,LLaMA-2-7B,attention,36864,36864,4176,342,36864,4096,12288,36864,4096,18432,0,0,6144,3710851743744,3710851743744,5566277615616,1.0215225219726562,154618822656,293601280.0,293601280.0,293601280.0,0.006488561777777778,0.032860536832,5.0643791270573635,1d_ring,,,4096,512,288,8,2,0.001207959552,0.020474232832,16.94943576388889,flashoverlap_wave_schedule_contention,0.8064660111031918,1,127431.11111111111,0.7491666666666666,0.8671099695241199,0.8115,0.9,0.0,0.012,0.0,0.023558752140960156,0.02818296494735824,2,8,1,16,2,0.92,1.0,1056964608,603979776,0,1660944384,fused_boundary_tile_replay_v1,1509949440,5898240.0,128,512,256,2304,8,1703936,3145728,32860537,31756016,9142030,8045673,0.032860537,0.031756016,0.00914203,0.008045673,1.0347814725877453,1.1362666615956178,3.5944464194495094,3.9469682648051942,4.084249633312217,1.0980740298278457,1.33,8045673,10700745,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_gemm_rs_llama_2_7b_attention_s147456,6x6,GEMM_RS,LLaMA-2-7B,attention,147456,147456,4176,342,147456,4096,12288,147456,4096,18432,0,0,6144,14843406974976,14843406974976,22265110462464,1.0215225219726562,618475290624,1174405120.0,1174405120.0,1174405120.0,0.025952753777777775,0.131442147328,5.064670533750767,1d_ring,,,4096,512,1152,8,2,0.004831838208,0.081896931328,16.94943576388889,flashoverlap_wave_schedule_contention,0.8111552141624305,1,127431.11111111111,0.7491666666666666,0.8671099695241199,0.8162432432432433,0.972972972972973,0.0,0.012,0.0,0.023558752140960156,0.028219104573617967,2,8,1,16,2,0.92,1.0,4227858432,2415919104,0,6643777536,fused_boundary_tile_replay_v1,6039797760,23592960.0,128,512,256,9216,8,1703936,3145728,131442147,127021765,36382278,31994806,0.131442147,0.127021765,0.036382278,0.031994806,1.0348001934943984,1.1371307580361638,3.6128069550785136,3.9700745489752305,4.108233911466755,1.098889201205314,1.33,31994806,42553092,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_gemm_rs_llama_2_7b_mlp_s36864,6x6,GEMM_RS,LLaMA-2-7B,mlp,36864,36864,4176,306,36864,4096,11008,36864,4096,18432,0,0,7424,3324304687104,3324304687104,5566277615616,1.0202721884084303,154618822656,293601280.0,293601280.0,293601280.0,0.006488561777777778,0.032860536832,5.0643791270573635,1d_ring,,,4096,512,288,8,2,0.001207959552,0.020474232832,16.94943576388889,flashoverlap_wave_schedule_contention,0.8064660111031918,1,127431.11111111111,0.7491666666666666,0.8671099695241199,0.8115,0.9,0.0,0.012,0.0,0.023558752140960156,0.02818296494735824,2,8,1,16,2,0.92,1.0,1056964608,603979776,0,1660944384,fused_boundary_tile_replay_v1,1509949440,5898240.0,128,512,256,2304,8,1703936,3145728,32860537,31756016,9142030,8045673,0.032860537,0.031756016,0.00914203,0.008045673,1.0347814725877453,1.1362666615956178,3.5944464194495094,3.9469682648051942,4.084249633312217,1.0980740298278457,1.33,8045673,10700745,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_gemm_rs_llama_2_7b_mlp_s147456,6x6,GEMM_RS,LLaMA-2-7B,mlp,147456,147456,4176,306,147456,4096,11008,147456,4096,18432,0,0,7424,13297218748416,13297218748416,22265110462464,1.0202721884084303,618475290624,1174405120.0,1174405120.0,1174405120.0,0.025952753777777775,0.131442147328,5.064670533750767,1d_ring,,,4096,512,1152,8,2,0.004831838208,0.081896931328,16.94943576388889,flashoverlap_wave_schedule_contention,0.8111552141624305,1,127431.11111111111,0.7491666666666666,0.8671099695241199,0.8162432432432433,0.972972972972973,0.0,0.012,0.0,0.023558752140960156,0.028219104573617967,2,8,1,16,2,0.92,1.0,4227858432,2415919104,0,6643777536,fused_boundary_tile_replay_v1,6039797760,23592960.0,128,512,256,9216,8,1703936,3145728,131442147,127021765,36382278,31994806,0.131442147,0.127021765,0.036382278,0.031994806,1.0348001934943984,1.1371307580361638,3.6128069550785136,3.9700745489752305,4.108233911466755,1.098889201205314,1.33,31994806,42553092,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
