case_id,mesh,operator,model,layer,seq_len,M,N,K,logical_M,logical_N,logical_K,runtime_M,runtime_N,runtime_K,padding_M,padding_N,padding_K,flops,logical_flops,runtime_flops,runtime_flops_over_logical_flops,rank_flops,collective_bytes,logical_collective_bytes,runtime_collective_bytes,theory_time,theory_naive_time,theory_speedup,theory_algorithm,theory_Px,theory_Py,rank_N,rank_K,Tm,Tn,Tk,algorithmic_theory_time,algorithmic_theory_naive_time,algorithmic_theory_speedup,theory_model,theory_attainment_rate,theory_boundary_waves,segment_bytes,segmented_comm_efficiency,topology_efficiency,core_schedule_efficiency,wave_fill_efficiency,split_k_penalty,fanout_penalty,spatial_penalty,t10_contention_tail,t11_contention_tail,intra_pm,intra_pn,intra_pk,active_cores,intra_k_waves,intra_compute_efficiency,intra_spatial_utilization,a_broadcast_bytes,b_broadcast_bytes,reduction_bytes,local_transport_bytes,hbm_traffic_model,hbm_bytes_per_die,hbm_cycles,tile_M,tile_N,tile_K,Qfull,q_window,tile_live_bytes,sram_capacity_bytes,T00_cycles,T10_cycles,T01_cycles,T11_cycles,T00_time,T10_time,T01_time,T11_time,inter_speedup_without_intra,inter_speedup_with_intra,intra_speedup_without_inter,intra_speedup_with_inter,total_speedup,synergy,congestion_factor,normal_cycles,congested_upper_bound_cycles,estimate_source,T11_source,T00_T10_T01_source,schedule_source,status,error
3x3_gemm_rs_gpt_3_175b_attention_s2048,3x3,GEMM_RS,GPT-3-175B,attention,2048,2052,12384,4096,2048,12288,36864,2048,12288,36864,0,0,0,1855425871872,1855425871872,1855425871872,1.0097808837890625,206158430208,44739242.666666664,44739242.666666664,44739242.666666664,0.00786477511111111,0.03489023044266666,4.436265493895029,1d_ring,,,12288,4096,16,24,16,0.001610612736,0.02594456644266667,16.108506944444446,flashoverlap_wave_schedule_contention,0.7916542071587802,1,116508.44444444444,0.7466666666666666,0.9205746178983233,0.792,0.6,0.0,0.012,0.0,0.01620506800797409,0.016716943512419216,2,8,1,16,16,0.92,1.0,176160768,100663296,0,276824064,fused_boundary_tile_replay_v1,2013265920,7864319.999999999,128,512,256,384,8,1703936,3145728,34890230,34720250,10104460,9934609,0.03489023,0.03472025,0.01010446,0.009934609,1.004895702075878,1.0170968983278557,3.4529534482792745,3.494878359077846,3.511988242315324,1.0121417538424864,1.1800000000000002,9934609,11722839,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_gemm_rs_gpt_3_175b_attention_s32768,3x3,GEMM_RS,GPT-3-175B,attention,32768,32769,12384,4096,32768,12288,36864,32768,12288,36864,0,0,0,29686813949952,29686813949952,29686813949952,1.007843255996704,3298534883328,715827882.6666666,715827882.6666666,715827882.6666666,0.1258295751111111,0.5582436870826666,4.436506175831251,1d_ring,,,12288,4096,256,24,16,0.025769803776,0.4151130630826667,16.108506944444446,flashoverlap_wave_schedule_contention,0.8150398179838733,1,116508.44444444444,0.7466666666666666,0.9205746178983233,0.8154,0.96,0.0,0.012,0.0,0.01620506800797409,0.016738125934377054,2,8,1,16,16,0.92,1.0,2818572288,1610612736,0,4429185024,fused_boundary_tile_replay_v1,32212254720,125829119.99999999,128,512,256,6144,8,1703936,3145728,558243687,555514069,157112023,154384574,0.558243687,0.555514069,0.157112023,0.154384574,1.0049136793329352,1.0176665901866595,3.553157017143112,3.5982485465160527,3.6159291860338327,1.0126905535430564,1.1800000000000002,154384574,182173797,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_gemm_rs_gpt_3_175b_mlp_s2048,3x3,GEMM_RS,GPT-3-175B,mlp,2048,2052,12384,5462,2048,12288,49152,2048,12288,50688,0,0,1536,2473901162496,2473901162496,2551210573824,1.0099041480571032,283467841536,44739242.666666664,44739242.666666664,44739242.666666664,0.010813895111111112,0.04750302685866667,4.392776734985901,1d_ring,,,12288,5632,16,24,22,0.002214592512,0.03560824285866667,16.078914141414142,flashoverlap_wave_schedule_contention,0.7917513515902936,1,116508.44444444444,0.7466666666666666,0.9205746178983233,0.792,0.6,0.0,0.012,0.0,0.016150418189727657,0.016521413463577612,2,8,1,16,22,0.92,1.0,176160768,100663296,0,276824064,fused_boundary_tile_replay_v1,2768240640,10813440.0,128,512,256,384,8,1703936,3145728,47503027,47333033,13828096,13658196,0.047503027,0.047333033,0.013828096,0.013658196,1.0035914453231847,1.0124394173286135,3.435254354612522,3.4655406175163983,3.4779869171594844,1.0088163087147275,1.1800000000000002,13658196,16116671,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_gemm_rs_gpt_3_175b_mlp_s32768,3x3,GEMM_RS,GPT-3-175B,mlp,32768,32769,12384,5462,32768,12288,49152,32768,12288,50688,0,0,1536,39582418599936,39582418599936,40819369181184,1.0079662837379146,4535485464576,715827882.6666666,715827882.6666666,715827882.6666666,0.1730154951111111,0.7600484297386667,4.392950060632206,1d_ring,,,12288,5632,256,24,22,0.035433480192,0.5697318857386667,16.078914141414142,flashoverlap_wave_schedule_contention,0.8151411658745376,1,116508.44444444444,0.7466666666666666,0.9205746178983233,0.8154,0.96,0.0,0.012,0.0,0.016150418189727657,0.01653681886136513,2,8,1,16,22,0.92,1.0,2818572288,1610612736,0,4429185024,fused_boundary_tile_replay_v1,44291850240,173015040.0,128,512,256,6144,8,1703936,3145728,760048430,757318589,214980456,212252187,0.76004843,0.757318589,0.214980456,0.212252187,1.0036046137512675,1.012853902890527,3.5354303555854396,3.5680131248777194,3.580874434052357,1.0092160687710348,1.1800000000000002,212252187,250457581,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_gemm_rs_llama_3_8b_attention_s2048,3x3,GEMM_RS,LLaMA-3-8B,attention,2048,2052,4176,683,2048,4096,6144,2048,4096,6912,0,0,768,103079215104,103079215104,115964116992,1.0220213122665882,12884901888,14913080.888888888,14913080.888888888,14913080.888888888,0.000491975111111111,0.002520834958222222,5.12390749306198,1d_ring,,,4096,768,16,8,3,0.000100663296,0.0016688669582222222,16.578703703703702,flashoverlap_wave_schedule_contention,0.7725412384597555,1,116508.44444444444,0.7466666666666666,0.9205746178983233,0.7746666666666666,0.3333333333333333,0.0,0.012,0.0,0.016963627536299784,0.0197400150905999,2,8,1,16,3,0.92,1.0,58720256,33554432,0,92274688,fused_boundary_tile_replay_v1,125829120,491519.99999999994,128,512,256,128,8,1703936,3145728,2520835,2464681,692746,636827,0.002520835,0.002464681,0.000692746,0.000636827,1.0227834758331809,1.0878087769519822,3.6389022816443544,3.8702520464741603,3.958429840443323,1.063576800618362,1.1800000000000002,636827,751456,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_gemm_rs_llama_3_8b_attention_s32768,3x3,GEMM_RS,LLaMA-3-8B,attention,32768,32769,4176,683,32768,4096,6144,32768,4096,6912,0,0,768,1649267441664,1649267441664,1855425871872,1.0200601968099363,206158430208,238609294.2222222,238609294.2222222,238609294.2222222,0.00786477511111111,0.04033335933155555,5.128355072044442,1d_ring,,,4096,768,256,8,3,0.001610612736,0.026701871331555556,16.578703703703702,flashoverlap_wave_schedule_contention,0.8085186113621721,1,116508.44444444444,0.7466666666666666,0.9205746178983233,0.8107777777777778,0.8888888888888888,0.0,0.012,0.0,0.016963627536299784,0.019914356012063605,2,8,1,16,3,0.92,1.0,939524096,536870912,0,1476395008,fused_boundary_tile_replay_v1,2013265920,7864319.999999999,128,512,256,2048,8,1703936,3145728,40333359,39424957,10631791,9727389,0.040333359,0.039424957,0.010631791,0.009727389,1.0230412933614614,1.0929747951891304,3.7936561205915353,4.052984516194428,4.146370521421525,1.0683584350714572,1.1800000000000002,9727389,11478319,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_gemm_rs_llama_3_8b_mlp_s2048,3x3,GEMM_RS,LLaMA-3-8B,mlp,2048,2052,4176,1593,2048,4096,14336,2048,4096,16128,0,0,1792,240518168576,240518168576,270582939648,1.0215937777289323,30064771072,14913080.888888888,14913080.888888888,14913080.888888888,0.001147335111111111,0.005323678606222222,4.640038080126934,1d_ring,,,4096,1792,16,8,7,0.000234881024,0.003816350606222222,16.248015873015873,flashoverlap_wave_schedule_contention,0.7738481973837914,1,116508.44444444444,0.7466666666666666,0.9205746178983233,0.7746666666666666,0.3333333333333333,0.0,0.012,0.0,0.016450677938663755,0.017602863610257098,2,8,1,16,7,0.92,1.0,58720256,33554432,0,92274688,fused_boundary_tile_replay_v1,293601280,1146880.0,128,512,256,128,8,1703936,3145728,5323679,5267481,1538736,1482636,0.005323679,0.005267481,0.001538736,0.001482636,1.0106688567077888,1.0378380128365965,3.459774126295869,3.5527809927723326,3.5906851040983763,1.0268823521655848,1.1800000000000002,1482636,1749510,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_gemm_rs_llama_3_8b_mlp_s32768,3x3,GEMM_RS,LLaMA-3-8B,mlp,32768,32769,4176,1593,32768,4096,14336,32768,4096,16128,0,0,1792,3848290697216,3848290697216,4329327034368,1.0196334826510534,481036337152,238609294.2222222,238609294.2222222,238609294.2222222,0.01835053511111111,0.08517885769955555,4.641764241958284,1d_ring,,,4096,1792,256,8,7,0.003758096384,0.061061609699555555,16.248015873015873,flashoverlap_wave_schedule_contention,0.809916405640096,1,116508.44444444444,0.7466666666666666,0.9205746178983233,0.8107777777777778,0.8888888888888888,0.0,0.012,0.0,0.016450677938663755,0.01767758114802726,2,8,1,16,7,0.92,1.0,939524096,536870912,0,1476395008,fused_boundary_tile_replay_v1,4697620480,18350080.0,128,512,256,2048,8,1703936,3145728,85178858,84269759,23564755,22657320,0.085178858,0.084269759,0.023564755,0.02265732,1.0107879625002845,1.0400504119639922,3.614671911505127,3.719317156662836,3.7594410106755785,1.0289501364770157,1.1800000000000002,22657320,26735638,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_gemm_rs_llama_3_1_405b_attention_s2048,3x3,GEMM_RS,LLaMA-3.1-405B,attention,2048,2052,16416,2048,2048,16384,18432,2048,16384,18432,0,0,0,1236950581248,1236950581248,1236950581248,1.0039100646972656,137438953472,59652323.55555555,59652323.55555555,59652323.55555555,0.005243335111111111,0.024097558072888887,4.595845499522611,1d_ring,,,16384,2048,16,32,8,0.001073741824,0.01741288607288889,16.21701388888889,flashoverlap_wave_schedule_contention,0.7956078659924756,1,116508.44444444444,0.7466666666666666,0.9205746178983233,0.7963333333333333,0.6666666666666666,0.0,0.012,0.0,0.01639774669695506,0.017441732366304294,2,8,1,16,8,0.92,1.0,234881024,134217728,0,369098752,fused_boundary_tile_replay_v1,1342177280,5242880.0,128,512,256,512,8,1703936,3145728,24097558,23870762,6816793,6590351,0.024097558,0.023870762,0.006816793,0.006590351,1.0095009954018226,1.0343596266723882,3.5350285684191967,3.6220774887407363,3.656490830306307,1.0246246723715917,1.1800000000000002,6590351,7776614,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_gemm_rs_llama_3_1_405b_attention_s32768,3x3,GEMM_RS,LLaMA-3.1-405B,attention,32768,32769,16416,2048,32768,16384,18432,32768,16384,18432,0,0,0,19791209299968,19791209299968,19791209299968,1.0019837021827698,2199023255552,954437176.8888888,954437176.8888888,954437176.8888888,0.0838865351111111,0.3855609291662222,4.596219508357702,1d_ring,,,16384,2048,256,32,8,0.017179869184,0.2786061771662222,16.21701388888889,flashoverlap_wave_schedule_contention,0.8152776481525698,1,116508.44444444444,0.7466666666666666,0.9205746178983233,0.816030303030303,0.9696969696969697,0.0,0.012,0.0,0.01639774669695506,0.017477393009330964,2,8,1,16,8,0.92,1.0,3758096384,2147483648,0,5905580032,fused_boundary_tile_replay_v1,21474836480,83886080.0,128,512,256,8192,8,1703936,3145728,385560929,381922263,106526021,102893211,0.385560929,0.381922263,0.106526021,0.102893211,1.0095272424587618,1.035306605408592,3.6194060885837462,3.711831512382289,3.747195031166828,1.0255360745759006,1.1800000000000002,102893211,121413989,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_gemm_rs_llama_3_1_405b_mlp_s2048,3x3,GEMM_RS,LLaMA-3.1-405B,mlp,2048,2052,16416,5917,2048,16384,53248,2048,16384,55296,0,0,2048,3573412790272,3573412790272,3710851743744,1.0040043320936651,412316860416,59652323.55555555,59652323.55555555,59652323.55555555,0.01572909511111111,0.0689430564408889,4.3831546540898705,1d_ring,,,16384,6144,16,32,24,0.003221225472,0.05177262444088889,16.072337962962962,flashoverlap_wave_schedule_contention,0.7961044922982451,1,116508.44444444444,0.7466666666666666,0.9205746178983233,0.7963333333333333,0.6666666666666666,0.0,0.012,0.0,0.016138146368306197,0.016480577455434766,2,8,1,16,24,0.92,1.0,234881024,134217728,0,369098752,fused_boundary_tile_replay_v1,4026531840,15728639.999999998,128,512,256,512,8,1703936,3145728,68943056,68716173,19984344,19757576,0.068943056,0.068716173,0.019984344,0.019757576,1.0033017409162177,1.011477521331564,3.4498533451986213,3.4779657686752667,3.4894491105589065,1.0081488749415308,1.1800000000000002,19757576,23313940,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_gemm_rs_llama_3_1_405b_mlp_s32768,3x3,GEMM_RS,LLaMA-3.1-405B,mlp,32768,32769,16416,5917,32768,16384,53248,32768,16384,55296,0,0,2048,57174604644352,57174604644352,59373627899904,1.0020777886932661,6597069766656,954437176.8888888,954437176.8888888,954437176.8888888,0.25165869511111105,1.1030889030542224,4.383273554554481,1d_ring,,,16384,6144,256,32,24,0.051539607552,0.8283619910542223,16.072337962962962,flashoverlap_wave_schedule_contention,0.8157933903631415,1,116508.44444444444,0.7466666666666666,0.9205746178983233,0.816030303030303,0.9696969696969697,0.0,0.012,0.0,0.016138146368306197,0.016492464336443656,2,8,1,16,24,0.92,1.0,3758096384,2147483648,0,5905580032,fused_boundary_tile_replay_v1,64424509440,251658239.99999997,128,512,256,8192,8,1703936,3145728,1103088903,1099448829,312121524,308483371,1.103088903,1.099448829,0.312121524,0.308483371,1.003310817114891,1.0117936762302822,3.534164798580184,3.564045690488775,3.5758455939590985,1.0084548665983533,1.1800000000000002,308483371,364010378,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_gemm_rs_mixtral_8x7b_single_expert_attention_s2048,3x3,GEMM_RS,Mixtral-8x7B-single-expert,attention,2048,2052,4176,683,2048,4096,6144,2048,4096,6912,0,0,768,103079215104,103079215104,115964116992,1.0220213122665882,12884901888,14913080.888888888,14913080.888888888,14913080.888888888,0.000491975111111111,0.002520834958222222,5.12390749306198,1d_ring,,,4096,768,16,8,3,0.000100663296,0.0016688669582222222,16.578703703703702,flashoverlap_wave_schedule_contention,0.7725412384597555,1,116508.44444444444,0.7466666666666666,0.9205746178983233,0.7746666666666666,0.3333333333333333,0.0,0.012,0.0,0.016963627536299784,0.0197400150905999,2,8,1,16,3,0.92,1.0,58720256,33554432,0,92274688,fused_boundary_tile_replay_v1,125829120,491519.99999999994,128,512,256,128,8,1703936,3145728,2520835,2464681,692746,636827,0.002520835,0.002464681,0.000692746,0.000636827,1.0227834758331809,1.0878087769519822,3.6389022816443544,3.8702520464741603,3.958429840443323,1.063576800618362,1.1800000000000002,636827,751456,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_gemm_rs_mixtral_8x7b_single_expert_attention_s32768,3x3,GEMM_RS,Mixtral-8x7B-single-expert,attention,32768,32769,4176,683,32768,4096,6144,32768,4096,6912,0,0,768,1649267441664,1649267441664,1855425871872,1.0200601968099363,206158430208,238609294.2222222,238609294.2222222,238609294.2222222,0.00786477511111111,0.04033335933155555,5.128355072044442,1d_ring,,,4096,768,256,8,3,0.001610612736,0.026701871331555556,16.578703703703702,flashoverlap_wave_schedule_contention,0.8085186113621721,1,116508.44444444444,0.7466666666666666,0.9205746178983233,0.8107777777777778,0.8888888888888888,0.0,0.012,0.0,0.016963627536299784,0.019914356012063605,2,8,1,16,3,0.92,1.0,939524096,536870912,0,1476395008,fused_boundary_tile_replay_v1,2013265920,7864319.999999999,128,512,256,2048,8,1703936,3145728,40333359,39424957,10631791,9727389,0.040333359,0.039424957,0.010631791,0.009727389,1.0230412933614614,1.0929747951891304,3.7936561205915353,4.052984516194428,4.146370521421525,1.0683584350714572,1.1800000000000002,9727389,11478319,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_gemm_rs_mixtral_8x7b_single_expert_mlp_s2048,3x3,GEMM_RS,Mixtral-8x7B-single-expert,mlp,2048,2052,4176,1593,2048,4096,14336,2048,4096,16128,0,0,1792,240518168576,240518168576,270582939648,1.0215937777289323,30064771072,14913080.888888888,14913080.888888888,14913080.888888888,0.001147335111111111,0.005323678606222222,4.640038080126934,1d_ring,,,4096,1792,16,8,7,0.000234881024,0.003816350606222222,16.248015873015873,flashoverlap_wave_schedule_contention,0.7738481973837914,1,116508.44444444444,0.7466666666666666,0.9205746178983233,0.7746666666666666,0.3333333333333333,0.0,0.012,0.0,0.016450677938663755,0.017602863610257098,2,8,1,16,7,0.92,1.0,58720256,33554432,0,92274688,fused_boundary_tile_replay_v1,293601280,1146880.0,128,512,256,128,8,1703936,3145728,5323679,5267481,1538736,1482636,0.005323679,0.005267481,0.001538736,0.001482636,1.0106688567077888,1.0378380128365965,3.459774126295869,3.5527809927723326,3.5906851040983763,1.0268823521655848,1.1800000000000002,1482636,1749510,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
3x3_gemm_rs_mixtral_8x7b_single_expert_mlp_s32768,3x3,GEMM_RS,Mixtral-8x7B-single-expert,mlp,32768,32769,4176,1593,32768,4096,14336,32768,4096,16128,0,0,1792,3848290697216,3848290697216,4329327034368,1.0196334826510534,481036337152,238609294.2222222,238609294.2222222,238609294.2222222,0.01835053511111111,0.08517885769955555,4.641764241958284,1d_ring,,,4096,1792,256,8,7,0.003758096384,0.061061609699555555,16.248015873015873,flashoverlap_wave_schedule_contention,0.809916405640096,1,116508.44444444444,0.7466666666666666,0.9205746178983233,0.8107777777777778,0.8888888888888888,0.0,0.012,0.0,0.016450677938663755,0.01767758114802726,2,8,1,16,7,0.92,1.0,939524096,536870912,0,1476395008,fused_boundary_tile_replay_v1,4697620480,18350080.0,128,512,256,2048,8,1703936,3145728,85178858,84269759,23564755,22657320,0.085178858,0.084269759,0.023564755,0.02265732,1.0107879625002845,1.0400504119639922,3.614671911505127,3.719317156662836,3.7594410106755785,1.0289501364770157,1.1800000000000002,22657320,26735638,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
